YEAR,CLUSTER,X,Y
2018,72,-22.03946,1.7266525
2018,67,-19.030993,-0.8390334
2018,43,50.716167,28.223314
2018,12,75.67929,-43.00032
2018,26,-46.135704,-6.5429287
2017,0,32.509598,75.27625
2017,25,71.416756,14.423039
2017,8,4.306162,6.6765094
2017,54,23.580927,45.31667
2017,44,33.38055,52.056847
2018,0,61.97138,60.616566
2018,1,-20.742958,81.70785
2018,57,49.489502,-11.18822
2018,12,86.7123,-29.146608
2018,20,15.612564,-53.283768
2018,44,29.062227,47.61532
2018,54,24.300644,50.660065
2018,54,24.114946,50.495724
2018,4,-27.059114,57.275112
2018,2,-24.101347,-77.87009
2021,0,76.59766,50.05332
2021,25,1.0404693,27.716705
2021,26,41.16738,-51.662193
2021,1,-21.625772,82.18474
2021,4,-24.263678,77.875725
2021,31,-15.78944,62.999283
2010,0,79.39687,51.09442
2010,39,34.075054,35.654125
2022,32,-38.473373,-6.5853786
2022,0,48.17757,79.46667
2022,83,36.254066,-8.027664
2022,83,26.866459,-24.754787
2022,83,27.032072,-24.790552
2022,44,43.250435,26.482327
2022,32,-38.501907,-6.5984807
2022,43,42.942627,26.372341
2022,3,-31.124996,-17.44974
2022,15,8.015015,-3.3433733
2022,33,-16.122776,-23.376223
2022,12,82.106964,-23.287079
2022,17,-55.36208,-36.03108
2022,59,-77.649796,-49.7389
2022,10,-82.728386,26.228182
2022,26,-70.805016,12.91855
2022,18,-80.873856,-11.90171
2022,69,-62.179943,20.245226
2022,60,-53.696213,33.800835
2022,38,-3.478026,-90.09476
2022,2,-20.01156,-72.75487
2013,79,-34.81442,8.83086
2013,80,-70.572365,50.547234
2013,80,-73.95903,47.805256
2013,73,-69.69909,63.253677
2013,72,-23.425375,4.7955985
2013,0,50.61693,81.27368
2013,12,100.03149,-27.269356
2013,18,-81.2219,-12.022374
2013,17,-57.617035,-41.011375
2013,9,-44.097782,-35.871834
2013,9,-54.258385,-46.41452
2013,11,-11.57815,-9.147629
2013,9,-22.54835,-57.124256
2013,10,-89.98386,29.9447
2013,26,-79.6243,9.554006
2013,1,2.1353471,72.32217
2013,2,-15.380556,-78.81506
2013,67,-18.616316,-2.961091
2013,67,-15.777762,-1.7451043
2013,31,-16.096165,-3.1593785
2013,72,-16.138388,-3.050139
2016,4,-32.531815,66.32208
2016,50,6.658476,87.25805
2016,31,-7.8586884,27.896294
2016,66,2.9679046,54.126896
2016,65,1.5795517,-75.10806
2016,77,-2.7785165,-75.40456
2016,65,5.1881056,-75.73431
2016,82,-16.3626,-103.5099
2016,82,-11.68333,-104.79824
2016,82,-19.136946,-101.14249
2007,66,-6.521979,49.68977
2007,22,25.964025,13.252814
2007,61,22.213322,-39.330822
